text,sentiment,eof,responsiveness,accuracy,
কট্টরপন্থীদের বর্জন করুন, negative, n/a, n/a, n/a,
ইসরাইলের পণ্য বর্জন করুন, negative, n/a, n/a, n/a,
ভারতীয় পণ্য বর্জন করুন, negative, n/a, n/a, n/a,
সকল শিক্ষা প্রতিষ্ঠান থেকে ছাত্র রাজনীতি চিরতরে নিষিদ্ধ করার দাবি জানাই, negative, n/a, n/a, n/a,
সোনার টুকরোর ছেলে মেয়েরা মায়ের বুকে বেড়ে উঠুক সন্তান হারানোর যন্ত্রণা থেকে রেহাই পাক মা বাবা, positive, n/a, n/a, n/a,
সুশিক্ষায় শিক্ষিত হোক দেশে ও জাতির কল্যাণ বয়ে আনুক, positive, n/a, n/a, n/a,
সাধারণ মানুষদের জিম্মি করে ফেলেছে এখানে প্রশাসন ঘুমিয়ে আছে, negative, n/a, n/a, n/a,
ধর্ষকের বিচার চাই ধর্ষকের মৃত্যুদণ্ড চাই, negative, n/a, n/a, n/a,
গাছ লাগান পরিবেশ বাঁচান, positive, n/a, n/a, n/a,
বেকারত্বের মত বিভীষিকাময় দুর্ভিসহ যন্ত্রণা থেকে মুক্তি পাক প্রতিটা ঘরে ঘরে আত্মনির্ভরশীল হোক প্রিয় মাতৃভূমির মানুষগুলো, positive, n/a, n/a, n/a,
কুর্মিটোলা জেনারেল হাসপাতালের ক্যান্টিনে প্লাস্টিকের কাপে চা বিক্রি করে আমি বলাতে তারা আমাকে উত্তর দেয় যে খেলে খান না হলে ফেলে দিন অথবা কাউন্টারে জানান সেখানে জানালে তারা আমাকে বলে যে সবাই খাচ্ছে সমস্যা কী, negative, n/a, n/a, n/a,
ডিমের দাম কমানোর আগে মুরগীর বাচ্চা খাবার ঔষধের দাম কমানো দরকার দেশে বন্যা পরিস্থিতির কারণে ডিম সবজির দাম একটু বাড়ছে আপনাদের অনুরোধ করে বলছি একবার বড় বড় ফিড কোম্পানি ঔষধ কোম্পানিগুলোতে অভিযান চালিয়ে দেখেন, negative, n/a, n/a, n/a,
আমরা বাঙালি জাতি আমরা গরীব ও অসহায় তাই আমরা দুর্নীতি থেকে বাঁচতে চাই, negative, n/a, n/a, n/a,
খিলখেত বাজারে আপডেট ডিম ষাট টাকা হালি বেগুন একশো বিশ একশো চল্লিশ টাকা কেজি কাঁচা মরিচ দুইশো ষাট টাকা কেজি পটল একশো বিশ টাকা কেজি পেঁপে চল্লিশ টাকা কেজি লাউ নব্বই একশো টাকা পিস পেঁয়াজ একশো সত্তর টাকা কেজি ফুলকপি আধা কেজি আশি টাকা কচুর লতি একশো টাকা কেজি আলু সত্তর টাকা কেজি এদের কিছু বললে সব দোকানদার মিলে মারতে আসে এদের আইনের আওতায় আনার আহ্বান জানাচ্ছি একটা দোকানে মূল্য তালিকা নেই, negative, n/a, n/a, n/a,
অভিযানে নামার আগে বাজার কমিটির সভাপতিকে সাথে নিয়ে অভিযান করলে আরও ফলপ্রসূ হবে, positive, n/a, n/a, n/a,
অসংখ্য ধন্যবাদ জাতীয় ভোক্তা অধিকার সংরক্ষণ অধিদপ্তরের সকল সদস্যদের। বাংলাদেশের স্বনামধন্য প্রতারক ব্যবসায়ী, প্রতারণা করাই হলো বাংলাদেশের ব্যবসা," যে যত ভালো প্রতারণা করবে বা করতে পারবে সে তত বড় ব্যবসায়ী। যাই হোক সকল অভিযোগ রাব্বে কারিমের দরবারে।""",positive,n/a,N/A
স্যার আপনারা ঢাকা দোহারের জয়পাড়া বাজারে আসবেন এখানে ডিমের দাম অনেক বেশি রাখে।,negative,n/a,n/a,low,
চট্টগ্রাম সীতাকুণ্ডে কি আপনারা দেখেন এখানে সবই সিন্ডিকেট আমরা এখানে কিছুই বলতে পারি না। আজও ১২ টাকা পিস ১৬০ টাকা ডজন।,negative,n/a,n/a,low,
আজকেও ১৩ টাকা পিস ছিল।,negative,n/a,n/a,low,
,positive,n/a,n/a,n/a,
,positive,n/a,n/a,n/a,
ইসলাম তাওহিদ।,neutral,n/a,n/a,n/a,
শামীম সুরিদ।,neutral,n/a,n/a,n/a,
আজ ২০/১০/২০২৪ ইং তারিখ রাত ৭ টার সময় কুমিল্লা সিটি করপোরেশনের রানীর বাজার থেকে ডিম কিনলাম ১২ পিস ১৬০ টাকা। তাহলে সরকার নির্ধারিত মূল্যে কীভাবে রাখলো।,negative,n/a,n/a,low,
,neutral,n/a,n/a,n/a,
এগুলো সাধারণ মানুষের সাথে মশকরা ছাড়া আর কিছুই না। মানুষকে দেখানোর জন্য এই ধরনের ভিডিও না করে যথার্থভাবে কাজ করুন এবং বাংলাদেশের প্রতিটা বাজারে জিনিসপত্রের দাম যেন সহনীয় থাকে সেই কাজ করুন। লোক দেখানো এইসব ভেলকিবাজি বাদ দিন। জনগণ এতটা বোকা না।,negative,n/a,slow,n/a,
"দোকান সিল করে দিন, কিসের ওদের সাথে বকবক।",negative,n/a,n/a,n/a,
"২০০০ এটা কেমন জরিমানা নাকি ফাজলামি, সরকারের বেঁধে দেওয়া দামের থেকে এক পয়সা বেশি নিলে সর্বনিম্ন ১ লাখ টাকা জরিমানা করা হোক।",negative,n/a,n/a,n/a,
"আমি তো ভয় পেয়ে গেছিলাম, উনার ডিম মানে।",negative,n/a,n/a,n/a,
"জাতীয় ভোক্তা-অধিকার সংরক্ষণ অধিদপ্তর আগে মূল জায়গাগুলোতে অভিযান চালান যেখান থেকে এরা ক্রয় করে নিয়ে আসে। হাজারীবাগ, রায়ের বাজার সহ মোহাম্মদপুর ও ঢাকার পাশাপাশি অঞ্চলের বাজারও নিয়ন্ত্রণের বাইরে। কেরানীগঞ্জের আটি বাজারও অতিরিক্ত দামে বিক্রি চলছে ডিম, সবজি থেকে শুরু করে সব কিছুই।",negative,n/a,slow,low,
"জাতীয় ভোক্তা-অধিকার সংরক্ষণ অধিদপ্তর - নিকট আবেদন রইল শুধু পাইকারদের জরিমানা করলে হবে না। আপনাদের উচিত মুরগির খাবারের দাম কমিয়ে আনা, দেখবেন মুরগি এবং ডিমের দাম এমনিতেই কমে যাবে।",neutral,n/a,n/a,n/a,
জাতীয় ভোক্তা-অধিকার সংরক্ষণ অধিদপ্তর এই খুচরা বিক্রেতা কত দামে বিক্রি করছেন => সে কত দামে কিনলেন সেটা জানুন => কার কাছ থেকে কিনলেন => তার কাছে যান => সে কত দামে কিনলো সেটা জানুন => কার কাছ থেকে কিনলো => তার কাছে যান => সে কত দামে কিনলো => কার কাছ থেকে কিনলো => তার কাছে যান => সে কার কাছ থেকে কিনলো => এভাবে উৎপাদক পর্যন্ত যান।,neutral,n/a,n/a,n/a,
সঠিক মূল্য তালিকা আমরা কোথায় দেখব?,neutral,n/a,n/a,n/a,
আপনাদেরকে সরকারি চাকরি দিয়েছে কে ঘুষ দিয়ে চাকরি করছেন মনে হয় ওদের দিনে ইনকাম দশ হাজার টাকা আপনারা জরিমানা করেন দুই হাজার টাকা।,negative,n/a,n/a,n/a,
"জরিমানার অ্যামাউন্ট বাড়ান, তাহলে শিক্ষা হবে, সাথে জেল।",negative,n/a,n/a,n/a,
"ভোক্তা অধিকার আইন, বেশিকোরে পোচার পোচারনা করতে হবে", neutral, n/a, n/a, n/a,
কিভাবে আবেদন করতে হবে, neutral, low, n/a, n/a,
আমি নিজেই একবার সিলেটে অভিযোগ করি কিন্তু কোনো লাভ হয়নি, negative, low, slow, low,
"মামলা করেও লাভ নাই, উল্টা পরিবার সহ হামলা খেতে হয়", negative, low, n/a, low,
"আপনার ফোন নাম্বারের ব্যবস্থা করেন, অনেকে আছে এগুলো লিখতে পারে না, সমস্যা হয়েছে হটলাইন নাম্বার থেকে যখন তারা ফোন দিয়ে তারা জানাতে পারবে", neutral, low, n/a, n/a,
নম্বর বা কি অ্যাপস, neutral, n/a, n/a, n/a,
"আসসালামু আলাইকুম, নিয়ামতপুর উপজেলায় চাউলের দোকানে চাউল কিনতে গিয়ে দেখি বস্তার গায়ে লেখা ১৯০০ টাকা আর দাম চায় ২১০০, এটা ভোক্তা অধিকারের কাছে দেখার জন্য অনুরোধ করছি", negative, n/a, n/a, n/a,
"আসসালামু আলাইকুম, নিয়ামতপুর উপজেলায় চাউলের দোকানে চাউল কিনতে গিয়ে দেখি বস্তার গায়ে লেখা ১৯০০ টাকা আর দাম চায় ২১০০, এটা ভোক্তা অধিকারের কাছে দেখার জন্য অনুরোধ করছি", negative, n/a, n/a, n/a,
"আসসালামু আলাইকুম, নিয়ামতপুর উপজেলায় চাউলের দোকানে চাউল কিনতে গিয়ে দেখি বস্তার গায়ে লেখা ১৯০০ টাকা আর দাম চায় ২১০০, এটা ভোক্তা অধিকারের কাছে দেখার জন্য অনুরোধ করছি", negative, n/a, n/a, n/a,
"আসসালামু আলাইকুম, নিয়ামতপুর উপজেলায় চাউলের দোকানে চাউল কিনতে গিয়ে দেখি বস্তার গায়ে লেখা ১৯০০ টাকা আর দাম চায় ২১০০, এটা ভোক্তা অধিকারের কাছে দেখার জন্য অনুরোধ করছি", negative, n/a, n/a, n/a,
আমি ভোক্তা অধিদপ্তরকে বাংলাদেশ স্বর্ণ ব্যবসায়ীদের নিয়ে অভিযান পরিচালনার জন্য আপনাদের মাধ্যমে আবেদন করছি, neutral, n/a, n/a, n/a,
অ্যাপস এর নাম কি, neutral, n/a, n/a, n/a,
ভালো উদ্যোগ, positive, n/a, n/a, n/a,
"আমারো অভিযোগ ছিল কিন্তু আমরা ছাত্রছাত্রী, আমরা ভয়ে কেউ ভোক্তা অধিকারে অভিযোগ করতে পারছি না", negative, low, n/a, n/a,
"সোনারগাঁও নারায়ণগঞ্জের রয়্যাল রিসোর্টে আইনগত সম্মতির সুস্পষ্ট লঙ্ঘন, সমস্ত বিভাগে উল্লেখযোগ্যভাবে বেমানান অসঙ্গতি রয়েছে", negative, n/a, n/a, n/a,
তারা তো কোনো ঠিক মতো উত্তর দেয় না, negative, n/a, slow, low,
"ভাই আপনাদের সাথে যোগাযোগ করবো কি করে, নাম্বার দিন আপনাদের", neutral, low, n/a, n/a,
এটা বগুড়া কোন জায়গায় আছে, neutral, n/a, n/a, n/a,
"টঙ্গী চেরাগ আলী বাজারে আসার জন্য অনুরোধ জানাচ্ছি, এখানে প্রত্যেক জিনিসে সিন্ডিকেট, পেয়াজের দাম এখনো ১৮০ টাকা", negative, n/a, n/a, n/a,
এত দিন এটার আশায় ই ছিলাম, positive, n/a, n/a, n/a,
বিশ্ববিদ্যালয়গুলো যায় না কেন, neutral, n/a, n/a, n/a,
অ্যাপ্লিকেশন কোনটি, neutral, n/a, n/a, n/a,
"ঢাকা, সাভার, নবীনগর, সেনা কেনাকাটা কমপ্লেক্সে অভিযান চালানো দরকার", negative, n/a, n/a, n/a,
"এখান থেকে লাল চিনি এনেছি, তা ভিজাইলে পানির রং লালচে হয়ে যায়", negative, n/a, n/a, low,
"যেমনটা দেখেছিলাম, ভোক্তা অধিকারের নকল চিনির ভিডিওতে", neutral, n/a, n/a, n/a,
"সত্যি যদিও হয়, কিন্তু আমরা তো তাদেরকে কিছুই বলতে পারব না", negative, n/a, n/a, n/a,
"অ্যাপ্লিকেশনের নামই বলেননি, বাজে খবর", negative, n/a, n/a, n/a,
ভালো, positive, n/a, n/a, n/a,
"সবই ডিজিটাল দুর্নীতি, ডিজিটাল হরিলুট, ডিজিটাল আইন, ডিজিটাল দিনের ভোট রাতে, আমরা এখন সিঙ্গাপুরে বসবাস করছি, সব হাসুর দোয়ায়", negative, n/a, n/a, n/a,
ভূমি অফিসগুলোতে আপনাদের পদচারণা বাড়ান, negative, n/a, n/a, n/a,
এত দিনে একটা ভালো কাজ করেছেন, positive, n/a, n/a, n/a,
এটা যেন শুধু লোক দেখানো ও উদ্বোধনের মধ্যেই সীমাবদ্ধ না থাকে, negative, n/a, n/a, n/a,
"এর নিয়মিত কার্যকর, আপডেট নিয়ে কাজ করতে দেখতে চাই, ইনশাআল্লাহ", positive, n/a, n/a, n/a,
"কী লাভ ভাই, দারাজ থেকে নষ্ট হওয়া হার্ডডিস্ক কিনলাম, কোনো লাভ হলো না, অভিযোগ করে", negative, n/a, n/a, low,
কিছুই হবে না, negative, n/a, n/a, n/a,
"আমরা যদি সবাই ভেজালের বিরুদ্ধে একসাথে দাঁড়াই, আমাদের বাচ্চারা ভালোভাবে বেড়ে উঠতে পারবে", positive, n/a, n/a, n/a,
চমৎকার, positive, n/a, n/a, n/a,
"অ্যাপ্লিকেশনগুলো বর্তমান সমাধান নয়, যখন খুচরা গ্রাহক বা সাধারণ ভোক্তা অ্যাপ্লিকেশনে অভিযোগ জানায়, যেখানে তাৎক্ষণিক প্রতিক্রিয়া বাধ্যতামূলক", negative, low, n/a, n/a,
অ্যাপ্লিকেশনের নাম কী, neutral, n/a, n/a, n/a,
অ্যাপ্লিকেশনের নাম এই খবরে বলে দিলে কি কোটি টাকা ক্ষতি হয়ে যেত, negative, n/a, n/a, n/a,
"ব্রাহ্মণবাড়িয়া জেলা থানা নবীনগর গ্রাম বিদ্যাকুট এই গ্রামে প্রত্যেকটা দোকানদার যেকোনো পণ্যের গায়ের মূল্য থেকে অনেক বেশি দাম রাখে, বিশেষ করে যেসব এনার্জি পানীয় আছে, আমি একটা এনার্জি পানীয় স্পিড নিয়েছি, গায়ের মূল্য ২৫ টাকা, কিন্তু আমার কাছ থেকে নিয়েছে ৩০ টাকা, এই গ্রামের সব দোকানদার গায়ের মূল্য থেকে অনেক বেশি দাম নিচ্ছে, আর যেসব স্থানীয় রেস্তোরাঁ আছে, ছোটখাটো দোকান, তা খুবই নোংরা, তাই এখন টেলিভিশনকে জোর দাবি জানাচ্ছি, এটা নিয়ে একটা খবর করার দরকার, আর যদি কেউ পারেন আমাকে সাহায্য করেন", negative, n/a, n/a, low,
"যেসব স্থানীয় রেস্তোরাঁ আছে, ছোটখাটো দোকান, তা খুবই নোংরা", negative, n/a, n/a, n/a,
"এখন টেলিভিশনকে জোর দাবি জানাচ্ছি, এটা নিয়ে একটা খবর করার দরকার", negative, n/a, n/a, n/a,
"যদি কেউ পারেন, আমাকে সাহায্য করেন", negative, n/a, n/a, n/a,
"মিরপুর রূপনগর দোয়ারিপাড়া, বাসের ভাড়া ১৮০০, ২০০০ করে রাখছে", negative, n/a, n/a, n/a,
সব জায়গায় ভোক্তারা হয়রানি হয়, negative, n/a, n/a, n/a,
আমার অভিযোগ ট্রাফিক পুলিশের বিরুদ্ধে কীভাবে করব, negative, n/a, n/a, n/a,
"অ্যাপ্লিকেশনটা কোথায় পাব, কোনো তথ্যই দিলেন না", negative, low, n/a, n/a,
"নামই বলেননি, কাজের কাজ কিছুই হলো না, বাজে প্রতিবেদন", negative, n/a, n/a, n/a,
দ্রুত অ্যাপ্লিকেশন চালু করা হোক, positive, n/a, fast, n/a,
অ্যাপ্লিকেশনের নাম কী, neutral, n/a, n/a, n/a,
"অ্যাপ্লিকেশনের নাম তো বলেননি, কী খবর করলেন", negative, n/a, n/a, n/a,
"সঠিক সিদ্ধান্ত নিয়েছে কর্তৃপক্ষ, ধন্যবাদ জানাই", positive, n/a, n/a, n/a,
"আল্লাহ সবাইকে হেদায়েত দান করুন, দেশপ্রেমিকের শিক্ষা নিয়ে দেশ ও দেশের অসহায় গরিব দুঃখী মানুষের কষ্ট বুঝে সেবা করার তৌফিক দান করুন, ভালো লাগে দেশের ভালো কিছু শুনলে, এখন আমাদের ১৫০/২০০ বছরে চিন্তাভাবনা করে ভবিষ্যৎ প্রজন্মের কথা ভেবে সঠিকভাবে বিশ্লেষণ করে সকল উন্নয়নমূলক কাজগুলো আধুনিক শক্তিশালী টেকসই মানের সেবা ও কাজ করতে হবে, কোনো ছয়নয়, বাজেট সময় বাড়ানো, নকশা ভুল করা সহ যত রকম বাহানা চলবে না, সুন্দরভাবে চারপাশে দেখে নকশা করতে হবে, শিক্ষায় শিক্ষিত দেশপ্রেমিক হতে হবে, সকল সেবা মান নিয়ম-কানুন শৃঙ্খলাভাবে করতে হবে, জনগণ সহজে যাতায়াত করতে পারে, গাড়ি, বিমান, বাস, ট্রেন, নৌযান যানজটমুক্তভাবে হয়, কোনো টিকিট কাউন্টার ও বিমানবন্দরে যেন হয়রানি বা ভোগান্তি না হয়, গ্যাস, বিদ্যুৎ, পানি, পানি ব্যবস্থাপনা, সড়ক ৬/৮ লেনের অলিগলি গ্রামীণ রাস্তা ঘাটে মাটির নিচে দিয়ে সকল বৈদ্যুতিন তার ও ড্রেনসহ প্রশস্ত করতে হবে, নিম্নপথ রাস্তা ইউ-টার্ন ব্যবস্থা করতে হবে, কর্মকর্তা ও নেতারা জড়িত হয়ে দখল করা জমি অবৈধভাবে দখল চাঁদাবাজি ফুটপাত মুক্ত করতে হবে, নদী খাল বিল বাঁধ নির্মাণ ও নদী খাল দিয়ে পথচলা পথ ও যাতায়াত ব্যবস্থা করতে হবে, সরকারি হাসপাতালে, অফিস, বিশ্ববিদ্যালয়ের কলেজ, হল, এলাকার খেলার মাঠ, পার্ক ও পর্যটন এলাকা, শিল্প সংস্কৃতি সুন্দরভাবে ভবিষ্যৎ প্রজন্মের কথা ভেবে সঠিকভাবে বিশ্লেষণ করে পরিকল্পনা করে সাজাতে হবে, নির্মাণ করতে হবে, অলিগলি সড়ক নিরাপত্তা ক্যামেরা স্থাপন করা, বাতি লাগাতে, ট্রাফিক যানজট আধুনিক ব্যবস্থার আওতায় আনতে হবে, চারপাশে পরিস্কার করা, ময়লা পোস্টার মুক্ত করতে হবে, মূর্খ নেতারা আর মাথামোটা চেয়ারে বসার জন্য মুখস্থ বিদ্যায় কর্মকর্তারা কত আরাম-আয়েশ করে বাহানা করে মিথ্যা আশ্বাস দিয়ে অনিয়ম-দুর্নীতি করে দেশ ও বিদেশে সম্পদে পাহাড় গড়ে তুলছে, সরকারের কত ক্ষতি করছে, কোনো মায়া নেই দেশের প্রতি, দেশপ্রেমিকের শিক্ষা নেই তাই মায়া নেই, বিশৃঙ্খলা, অনিয়ম-দুর্নীতি, ঘুষ, তেলবাজি, চুরি, স্বজনপ্রীতি, ভেজাল ঔষধ, কাপড়, খাদ্য করলে, পণ্যের দাম বাড়ানো, চোরাচালান, মাদক, নেশা নিয়ে সিন্ডিকেট নিয়ন্ত্রণ করলে, চিকিৎসা সেবা না করলে, সড়ক দুর্ঘটনায় ও শৃঙ্খলা নিয়ম-কানুন না মানলে, শিক্ষা নিয়ে ব্যবসা, রাজনীতি করলে, কঠোর শাস্তি দিতে হবে, জরিমানা, জবাবদিহিতা করতে হবে, নকল ঔষধ, ভেজাল কাপড়, খাবার, অবৈধভাবে দখল, চাঁদাবাজি করা, দেখানো উচ্ছেদ অভিযান দিয়ে পরে আবার ব্যবস্থা করনতুনভাবে গড়ে তুলে তা বন্ধ করতে হবে, বড় পদ, চাকরি, টাকা লুটপাট করার জন্য মুখস্থ বিদ্যা অর্জন করা মন-মানসিকতা পরিবর্তন করতে হবে, একসঙ্গে সকল কাজ করতে হবে যেন বারবার কাজ করতে না হয়, বাজেট টাকা লুটপাট, সময় নষ্ট না হয়, মানুষের কষ্ট ভোগান্তি না হয়, সকল কাজ সঠিকভাবে বিশ্লেষণ করে করতে হবে, কঠোর আইন করে সকল সরকারি, স্বায়ত্তশাসিত, প্রশাসনের, হাসপাতালে, খেলাধুলা কমিটি যেন কোনো অনিয়ম-দুর্নীতি, ঘুষ, তেলবাজি, দেশ ও দলের নাম বিক্রি করে জনগণের কষ্ট, টাকা লুটপাট, অবৈধভাবে দখল, চাঁদাবাজি, যানজট সৃষ্টি করা, ব্যাংক লুটপাট করা, শিক্ষা নিয়ে রাজনীতি, ব্যবসা, চিকিৎসা, খাদ্য, জনগণের সেবা নিয়ে ছয়নয়, উপর থেকে নিচ পর্যন্ত সিন্ডিকেট মাধ্যমে চুরি, মিথ্যা আশ্বাস, বাহানা দিয়ে অনিয়ম-দুর্নীতির স্বজনপ্রীতি করতে না পারে, কেউ যেন হয়রানি, ভোগান্তিতে না ভোগে, তিন দল বিশিষ্ট কমিটি, বদলি, সাময়িক বরখাস্ত না করে সরাসরি তিন প্রজন্ম যেন কোনো চাকরি না পায়, সুন্দরভাবে সাজাতে হবে, যারা নিয়ম-কানুন, শৃঙ্খলা, আইন-কানুন, ময়লা, অর্বজনা, নোংরা, বিশৃঙ্খলা করবে, নিয়ম ভাঙবে, তাদের কঠোর শাস্তি দিতে হবে, যে কেউ হোক, বড় লোক, গরিব, ভিআইপি সহ যে হোক, আইন সবার জন্য সমান, প্রধানমন্ত্রী, রাষ্ট্রপতির ছাড়া, সকল উন্নয়নমূলক কাজগুলো, বড় ছোট কাঠামো, অবকাঠামো কাজগুলো সেনাবাহিনীর প্রকৌশলীদের সাথে পরামর্শ করে বা তাদের দায়িত্ব দিয়ে কাজ করতে হবে, সকল সরকারি, স্বায়ত্তশাসিত, প্রশাসনের, খেলোয়াড়দের, কর্মকর্তা বাধ্যতামূলক সেনাবাহিনীর প্রশিক্ষণ নিতে হবে ৫ মাস আগে, দেশপ্রেমিক শিক্ষা, তারপর দেশের অসহায় গরিব দুঃখী মানুষের কষ্ট বুঝে সেবা কাজ করা, চোখের আড়ালে, গোয়েন্দাদের আড়ালে কত কিছু করে, সকল অপরাধ, অনিয়ম-দুর্নীতি, ঘুষ, চুরি, অপকর্মে তদন্ত র‍্যাব সদস্য দিয়ে করাতে হবে, অন্য কোনো সদস্য দিয়ে নয়, কেননা যারা তদন্ত করে তারাও জড়িত অনিয়ম-দুর্নীতি, ঘুষের সাথে, সব জায়গায় অফিসে সিন্ডিকেট মাধ্যমে অনিয়ম-দুর্নীতি করে নেতা ও কর্মকর্তারা, আমরা নিজের স্বার্থ, সেবা আগে, পরে ছয়নয়ভাবে কাজ, সেবা করা, দেশপ্রেমিক হয়ে সততার সাথে ভবিষ্যৎ প্রজন্মের কথা ভেবে সকল কাজ আধুনিক টেকসই মানের সেবা কাজ করতে হবে",positive,high,n/a,moderate,
শুভকামনা,positive,n/a,n/a,n/a,
"কোথায় যাব, পৃথিবীর যে স্থানে যায় না কেন, বাংলাদেশের মতো এমন দুর্নীতি আর কোথাও নেই",negative,n/a,n/a,n/a,
"অভিযোগ দিয়ে লাভ কী, জনগণও জানে অভিযোগ দিয়েও যা হবে এখন তা হচ্ছে, এর পরিবর্তন করতে হলে, আগে সরকারকে ভালো হতে হবে",negative,low,n/a,n/a,
অ্যাপ্লিকেশনের লিঙ্ক কোথায়,neutral,n/a,n/a,n/a,
ভালো,positive,n/a,n/a,n/a,
"বাবলু মিয়া তো একজন লুচ্চা, এই লুচ্চার কুরুচিপূর্ণ কথার ভিডিও আমরা দেখেছি, এর তো কিছুই হলো না, বিষয়টি কি, দাদারা সব কিছুর উর্ধে মনে হচ্ছে",negative,n/a,slow,n/a,
"আমিও এই সমস্যায় আছি, আমি গত ১, ৫, ২১ তারিখ মেসার্স নূর স্টোর থেকে বনফুল লাচ্ছা সেমাই তিন প্যাকেট কিনেছি, ব্যাগে করে দেয়, বাড়িতে গিয়ে এক প্যাকেট এক কেজি দুধ দিয়ে রান্না করার পরে দেখি সেমাই ২০১৬ মেয়াদ শেষ, দোকানি নতুন করে ২০২১ মেয়াদ করেছে, তিন প্যাকেটে ছিদ্র ছিল, কার্টুন টেপ দিয়ে ছিদ্র বন্ধ করে",negative,n/a,n/a,low,
"ফার্মগেটে অতিরিক্ত মুনাফা আদায় করছে, বৈদ্যুতিন সামগ্রী, কাপড়-চোপড়, ও গহনার দোকানগুলোতে",negative,n/a,n/a,low,
"আমি চার মাস আগে পোশাক কিনেছিলাম, ওটা নষ্ট হয়ে গেছে, কী করা যাবে",negative,n/a,n/a,low,
বিদেশিরা কি এই আবেদন করতে পারবে,neutral,n/a,n/a,n/a,
আবেদনকারীর পরিচয় গোপন রাখা হবে,neutral,n/a,n/a,n/a,
"এক কেজি মিষ্টির বক্স তিনশ গ্রাম, একটা বক্সের দাম সত্তর থেকে আশি টাকা",neutral,n/a,n/a,n/a,
"এক কেজি মিষ্টির বক্স তিনশ গ্রাম, একটা বক্সের দাম সত্তর থেকে আশি টাকা",neutral,n/a,n/a,n/a,
"আমি গত বাইশ তারিখে দুটি শার্ট ফেসবুক পেজ থেকে অর্ডার করি এবং একশ টাকা ডেলিভারি দেই, পরের দিন তেইশ এপ্রিল অন্য নম্বর থেকে ফোন দিয়ে প্রোডাক্টের টাকা দিতে বলে, আমি ছয়শ টাকা প্রোডাক্টের মূল্য দেই, তারপর তারা বলে ছয়শ টাকা হবে না ছয়শ দশ টাকা দিতে হবে ক্যাশ আউট চার্জসহ, আবার নতুন করে ছয়শ দশ টাকা দিতে বলে এবং প্রোডাক্টসহ ছয়শ টাকা ফেরত দেওয়ার কথা বলে, আমি ছয়শ দশ টাকা দেই, তারা আমাকে তিন সংখ্যার একটি ওটিপি দেয় যা ছয় সংখ্যার হওয়ার কথা ছিল, এই ওটিপি দিলে প্রোডাক্ট পাঠানো হবে বলে, তারা বলে ছয় সংখ্যার ওটিপির জন্য আবার বারোশ বিশ টাকা দিতে হবে এবং প্রোডাক্টসহ আঠারোশ ত্রিশ টাকা ফেরত দেওয়া হবে, আমি ধার করে বারোশ বিশ টাকা দেই, তারপর আর কোনো ওটিপি আসেনি, ফোন দিলে তারা ফোন কেটে দেয়, দুই দিন পর ছাব্বিশ তারিখে ফোন দিলে বলে ওটিপি নিয়ে আসলে প্রোডাক্ট পাঠানো হবে, আমি প্রোডাক্ট বাতিল করে টাকা ফেরত চাইলে বলে বাতিল করতে চারশ নিরানব্বই টাকা দিতে হবে, ফোন দিলে আর ধরে না, বিভিন্ন কারণ দেখায়, আমি ছাত্র মানুষ নিজে উপার্জন করে চলি, অনেক টাকা আমার মেরে দিয়েছে, সাহায্য চাই",negative,low,slow,low,
"ভাইয়া এখন কি এই আবেদন ঢাকার বাইরে থেকে করা যাবে, দয়া করে তাড়াতাড়ি জানান খুব জরুরি",neutral,low,n/a,n/a,
ঢাকার বাইরে কি এখন চালু হয়েছে,neutral,low,n/a,n/a,
দেশের বাইরে থেকে কি অভিযোগ করা যাবে,neutral,low,n/a,n/a,
ভাই অভিযোগ করার পর টাকা ফেরত পেলে অভিযোগ বাতিল করার কোনো উপায় আছে,neutral,low,n/a,n/a,
"আমাদের স্বভাব চরিত্র এতো ভালো না যে প্রশাসনের লোকজন ভালোভাবে কথা বললে আমরা ভালোভাবে নেব, আমার চোখে দেখা প্রথম র‍্যাব যখন আসলো সকলে এতোটাই ভয় পেতো, কাপড় নষ্ট হয়ে যাওয়ার অবস্থা, আর এখন সেই অবস্থা নেই, উন্নত বিশ্বের ছয়-সাতটি দেশের প্রশাসন বা আইন বা আইনের শাসন ও পুলিশ দেখেছি, পাবলিক যমের মতো ভয় পায়, অন্যায় করলে কোনো অবস্থাতেই ছাড় নেই, আমরা ভোক্তারা ধরেন পুরো শেষ, এরপরও সকল প্রকার ব্যবসায়ীদের সঠিক করতে না পারলে সেনাবাহিনীর হাতে দায়িত্ব তুলে দিন, ইনশাআল্লাহ ঠিক করে দেবে",negative,low,slow,n/a,
"দারাজের প্রতারণার বিরুদ্ধে কীভাবে মামলা করবো, ঢাকার বাইরে",neutral,low,n/a,n/a,
আপনাকে অসংখ্য ধন্যবাদ,positive,n/a,n/a,n/a,
"অভিযোগ করার পর কি বাতিল করা যাবে, দয়া করে জানাবেন",neutral,low,n/a,n/a,
আমি উত্তর খান ঢাকা থেকে,neutral,n/a,n/a,n/a,
"আসসালামুয়ালাইকুম ভাই আমি ডেসকো বিদ্যুৎ অফিসের সাথে ভুক্তভোগী, আমার বিদ্যুৎ বিল আগে আসতো কম পরিমাণ, এখন তার চেয়ে তিন গুণ বেশি আসছে, উনারা বলে আমি যেমন খরচ করেছি, কিন্তু আমি ওনাদের হয়রানির শিকার",negative,low,n/a,low,
